k,cv_AUROC,test_AUROC,test_acc
1,0.780978021978022,0.793223880597015,0.7057291666666666
2,0.7793956043956043,0.8027910447761194,0.7291666666666666
3,0.7958021978021979,0.8144776119402986,0.7604166666666666
4,0.8164835164835165,0.828179104477612,0.7473958333333334
5,0.8164835164835165,0.8299402985074626,0.7578125
6,0.8222857142857143,0.8342686567164179,0.7578125
7,0.8240879120879121,0.8346567164179104,0.7604166666666666
8,0.8271428571428571,0.8362388059701493,0.7578125
